restaurant name,restaurant type,rate (out of 5),Average Customer Per Week,avg cost (two people),online_order,table booking,cuisines type,local address,Average income per Week
Amrut,Quick Bites,3.5,250,300.0,True,False,"North Indian, Chinese, Fast Food",Malleshwaram,75000.0
Amruta,Casual Dining,3.8,20,600.0,False,False,"South Indian, North Indian, Chinese",Majestic,12000.0
Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,False,False,"North Indian, Chinese",Sarjapur Road,48600.0
Amrutha Foods,Quick Bites,2.8,40,300.0,False,False,South Indian,Old Airport Road,12000.0
Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,True,False,"North Indian, Biryani, Chinese",Sarjapur Road,102000.0
Amrutha Mess,Quick Bites,3.4,5,300.0,False,False,Kerala,BTM,1500.0
Amrutha Sweets,Quick Bites,3.5,13,200.0,False,False,"Street Food, Mithai",Ejipura,2600.0
AM's Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,True,False,"Chinese, North Indian",BTM,2000.0
Amul Ice Cream,Dessert Parlor,2.8,40,100.0,True,False,"Desserts, Ice Cream",HSR,4000.0
An Egg Story,Cafe,4.0,241,600.0,False,False,"Cafe, Continental, American, Italian",Kalyan Nagar,144600.0
Anamika Roll Centre,Quick Bites,3.2,4,300.0,False,False,"North Indian, Fast Food, Rolls",Wilson Garden,1200.0
Anand Donne Biriyani,Quick Bites,3.6,45,200.0,True,False,Biryani,Jayanagar,9000.0
Anand Sagar Inn,Casual Dining,3.2,6,450.0,False,False,"South Indian, North Indian, Chinese",Basavanagudi,2700.0
Anand Sweets and Savouries,Quick Bites,4.0,99,400.0,True,False,"Mithai, Street Food",Kammanahalli,39600.0
Anand Vihar,Quick Bites,2.5,58,,False,False,"North Indian, Chinese",RT Nagar,
Anda Ka Funda,Quick Bites,3.1,14,300.0,True,False,"North Indian, Chinese",Jayanagar,4200.0
Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,True,False,Fast Food,Yeshwantpur,1600.0
Andal Mess,Mess,3.1,22,300.0,True,False,"Biryani, South Indian, North Indian",Domlur,6600.0
Ande Ka Funda,Quick Bites,2.8,60,250.0,False,False,"North Indian, Fast Food, Rolls",BTM,15000.0
Andhra Amigos,Casual Dining,3.6,81,350.0,True,False,"Andhra, North Indian, Biryani",Electronic City,28350.0
Andhra Bhojanam,Casual Dining,3.6,21,600.0,False,False,"North Indian, South Indian, Andhra",Bannerghatta Road,12600.0
Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,True,False,"Biryani, Andhra",Nagawara,10000.0
Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,True,False,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,1600.0
Andhra Biryanis,Casual Dining,4.0,108,700.0,True,False,"Andhra, Biryani, North Indian",Whitefield,75600.0
Andhra Box,Quick Bites,3.2,4,400.0,False,False,"Andhra, Biryani, Chinese",Marathahalli,1600.0
Andhra Central,Food Court,3.1,13,400.0,True,False,Andhra,Marathahalli,5200.0
Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,False,False,"Andhra, South Indian, Chettinad",Electronic City,6000.0
Andhra Express,"Takeaway, Delivery",3.7,19,300.0,True,False,"Andhra, Biryani, North Indian, Beverages",CV Raman Nagar,5700.0
Andhra Food Cafe (AFC),Quick Bites,3.3,46,250.0,True,False,"Andhra, North Indian, South Indian",Electronic City,11500.0
Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,True,False,"Andhra, Biryani, North Indian",Whitefield,12000.0
Andhra Grills,Casual Dining,3.0,55,800.0,False,False,"Andhra, North Indian, Biryani",JP Nagar,44000.0
Andhra Kafe,Casual Dining,3.8,241,550.0,True,False,"Andhra, South Indian, North Indian, Biryani",Whitefield,132550.0
Andhra Kitchen,Quick Bites,3.9,45,400.0,True,False,Andhra,Electronic City,18000.0
Andhra Mess,Mess,2.8,17,400.0,True,False,"Andhra, Biryani, Chinese",Brookefield,6800.0
Andhra Paris,Quick Bites,3.2,5,250.0,True,False,Andhra,Sarjapur Road,1250.0
Andhra Ruchi's Restaurant,Delivery,3.1,72,500.0,True,False,"Andhra, North Indian, Biryani",Whitefield,36000.0
Andhra Ruchulu,Casual Dining,4.2,1428,800.0,True,True,"Andhra, North Indian",JP Nagar,1142400.0
Andhra Spice,Casual Dining,2.8,40,600.0,False,False,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Sarjapur Road,24000.0
Andhra Spice Mess,Quick Bites,3.4,9,250.0,True,False,"Andhra, Biryani, North Indian, Chinese",New BEL Road,2250.0
Andhra Spices,Quick Bites,3.2,4,,False,False,"Andhra, Chinese, South Indian",Brookefield,
Andhra Spicy,Quick Bites,3.5,11,400.0,False,False,"Andhra, Biryani",Bellandur,4400.0
Andhra Spicy Food Court,Quick Bites,3.2,22,400.0,True,False,"Andhra, Biryani",Electronic City,8800.0
Andhra Spicy Inn,Quick Bites,2.8,40,450.0,True,False,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Nagawara,18000.0
Andhra Star Biryani,Quick Bites,3.2,6,200.0,False,False,Biryani,Brookefield,1200.0
Andhra Vantakam,Casual Dining,3.9,317,800.0,True,False,"Andhra, Chinese, North Indian, Seafood",Rajajinagar,253600.0
Andhra Vantillu,Quick Bites,3.3,4,350.0,False,False,"South Indian, North Indian",HSR,1400.0
Andhra Vilaas,Quick Bites,3.7,52,350.0,True,False,"Andhra, North Indian, Biryani",Sarjapur Road,18200.0
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600.0,True,False,"Andhra, South Indian, Fast Food",Marathahalli,6600.0
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300.0,False,False,"Cafe, Beverages, Fast Food",New BEL Road,3600.0
Angaar Biriyani,Quick Bites,3.7,92,400.0,True,False,"Biryani, Chinese, Fast Food",Whitefield,36800.0
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600.0,False,False,"Arabian, Mughlai, North Indian, Chinese, Rolls",HBR Layout,72600.0
Angel Mess,Quick Bites,3.5,17,200.0,False,False,South Indian,Kaggadasapura,3400.0
Angel Mutton Leg Soup,Quick Bites,3.5,22,200.0,False,False,South Indian,Jeevan Bhima Nagar,4400.0
Angel Restaurant,Quick Bites,2.8,165,450.0,True,False,"Kerala, South Indian, North Indian",Bannerghatta Road,74250.0
Angel's Kitchen,Quick Bites,3.5,10,300.0,False,False,Kerala,Whitefield,3000.0
Angiie's Cafe,Quick Bites,3.7,29,450.0,True,False,"Burger, Fast Food",Sarjapur Road,13050.0
Anika's India Kitchen,Delivery,3.3,5,250.0,True,False,"Biryani, North Indian",HSR,1250.0
Aniram's,Delivery,4.1,739,500.0,True,False,"Chinese, North Indian",JP Nagar,369500.0
Anjappaar,Casual Dining,3.9,96,650.0,False,False,"Chettinad, South Indian",Marathahalli,62400.0
Anjappar,Casual Dining,2.7,40,650.0,False,False,"Chettinad, South Indian",JP Nagar,26000.0
Anju's Cafe,Cafe,3.4,6,600.0,False,False,"Cafe, North Indian",JP Nagar,3600.0
Anna Kuteera,Casual Dining,3.8,62,400.0,False,False,"South Indian, North Indian, Chinese",St. Marks Road,24800.0
Annabell,"Quick Bites, Beverage Shop",4.0,264,700.0,True,False,"Continental, Beverages",Indiranagar,184800.0
Annalakshmi,Casual Dining,3.5,28,700.0,False,False,"Andhra, Chettinad",Bellandur,19600.0
Annapoorani,Casual Dining,3.9,434,400.0,False,False,South Indian,Indiranagar,173600.0
Annapoorni Grand,Casual Dining,3.9,82,450.0,False,False,"Chinese, South Indian, North Indian",Majestic,36900.0
Annappa's Naati Mane,Quick Bites,3.5,73,400.0,False,False,"South Indian, Chinese",Rajajinagar,29200.0
Annapurna Andhra Hotel,Quick Bites,3.3,5,400.0,True,False,"Mughlai, Chinese, North Indian",Electronic City,2000.0
Annapurna Bengali Restaurant,Casual Dining,3.9,50,500.0,False,False,Bengali,Whitefield,25000.0
Annapurna Benne Dose,Quick Bites,2.8,40,200.0,True,False,South Indian,JP Nagar,8000.0
Annapurna Foods,Casual Dining,3.5,11,400.0,True,False,"North Indian, Chinese, Hyderabadi",Bellandur,4400.0
Antarastriya,Quick Bites,3.9,461,200.0,True,False,"Chinese, Fast Food, Momos",Malleshwaram,92200.0
ANTIGRAVITY,"Pub, Casual Dining",4.4,730,1500.0,False,True,"Continental, North Indian, Chinese, BBQ",Marathahalli,1095000.0
Antilla Aromas,Dessert Parlor,3.7,18,300.0,True,False,"Desserts, Ice Cream",Bannerghatta Road,5400.0
Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450.0,True,False,"Chinese, Thai, Momos",Kammanahalli,53100.0
Anupam's Coast II Coast,Casual Dining,4.1,841,700.0,True,False,"Seafood, Mangalorean, North Indian, Chinese",Koramangala 6th Block,588700.0
Anupam's Coastal Express,Casual Dining,4.1,179,600.0,True,False,"Seafood, Mangalorean, South Indian",Shanti Nagar,107400.0
Anushka Restaurant,Casual Dining,2.8,40,550.0,True,False,"North Indian, Chinese",Whitefield,22000.0
Apna Hotel,Quick Bites,3.5,26,300.0,True,False,"North Indian, Hyderabadi",Whitefield,7800.0
Apna Punjab,Quick Bites,3.6,474,450.0,True,False,"North Indian, Chinese, Fast Food",BTM,213300.0
Apna Veg Dhaba,Casual Dining,3.1,35,400.0,True,False,"North Indian, Chinese",Bellandur,14000.0
Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,750.0,True,False,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield,177000.0
Appam & Curry,Quick Bites,3.8,18,200.0,True,False,"Kerala, South Indian",Koramangala 1st Block,3600.0
Appam Centre,Quick Bites,3.2,4,200.0,False,False,Kerala,JP Nagar,800.0
Appana Restaurant,Quick Bites,2.8,40,300.0,True,False,North Indian,BTM,12000.0
Appetite Workstation,Quick Bites,3.6,16,500.0,True,False,"North Indian, Chinese, Biryani",Sarjapur Road,8000.0
Apple Cafe,Quick Bites,3.3,14,300.0,False,False,"Beverages, Fast Food",Marathahalli,4200.0
Apsara Ice Cream,Dessert Parlor,3.2,4,200.0,False,False,"Ice Cream, Desserts",Whitefield,800.0
AQNI,Casual Dining,3.6,89,650.0,True,False,"North Indian, Mughlai, Biryani, Rolls",New BEL Road,57850.0
Aqua - The Park Bangalore,"Lounge, Bar",4.0,195,3000.0,False,True,"North Indian, Mediterranean, Chinese",MG Road,585000.0
Arabian Bites,Quick Bites,3.4,24,300.0,True,False,"North Indian, Chinese",BTM,7200.0
Arabian Mataam,Quick Bites,3.7,19,500.0,False,False,"Biryani, Arabian",Frazer Town,9500.0
Arabian Mexico,Quick Bites,3.3,53,400.0,True,False,"Fast Food, Arabian",Bannerghatta Road,21200.0
Arabian Shawarma,Kiosk,3.7,30,150.0,True,False,Arabian,Kammanahalli,4500.0
Arafa Juice Center,Quick Bites,3.5,10,250.0,False,False,"Juices, Desserts, Fast Food",Koramangala 5th Block,2500.0
Aramane Brundavan,Casual Dining,3.3,4,450.0,True,False,"Chinese, North Indian, South Indian, Fast Food",Rajajinagar,1800.0
Aramane Donne Biriyani,Quick Bites,3.9,189,300.0,True,False,"Biryani, Fast Food",BTM,56700.0
Aramane Donne Biryani,Quick Bites,2.8,40,300.0,True,False,"Biryani, Fast Food",JP Nagar,12000.0
Aramane Donne Briyani,Quick Bites,3.9,339,300.0,True,False,"Biryani, Fast Food",JP Nagar,101700.0
Aramane Restaurant,Casual Dining,2.9,90,800.0,True,True,"North Indian, South Indian, Seafood, Biryani, Chinese",Bannerghatta Road,72000.0
Arbor Brewing Company,"Pub, Microbrewery",4.5,8375,2000.0,False,True,"American, Continental, Salad",Brigade Road,16750000.0
Archana's First Crush,Bakery,3.7,31,400.0,True,False,"Bakery, Desserts",Sarjapur Road,12400.0
Arena - Artisanal Brewkitchen,"Pub, Casual Dining",4.1,177,2000.0,False,True,"Sushi, Continental, Pizza, Italian, Asian",Indiranagar,354000.0
Arina's,Quick Bites,3.3,5,250.0,False,False,"Fast Food, Chinese",Frazer Town,1250.0
Arirang Korean Restaurant,Casual Dining,4.0,237,1400.0,False,True,Korean,Kammanahalli,331800.0
Armaani Caffe,Quick Bites,3.5,12,250.0,True,False,Fast Food,BTM,3000.0
Arogya,Quick Bites,3.4,9,100.0,False,False,"South Indian, North Indian, Chinese",HSR,900.0
Arogya Thaana,Beverage Shop,3.8,72,200.0,True,False,"Beverages, Sandwich",Whitefield,14400.0
Aroma Fine Dine,Casual Dining,4.0,126,900.0,True,True,"North Indian, Mughlai, Chinese, South Indian",HSR,113400.0
Aroma Of Asia,Quick Bites,3.9,49,400.0,False,False,"Chinese, Momos",Frazer Town,19600.0
Aroma Spice,Casual Dining,3.7,83,800.0,True,True,"Andhra, Chinese, North Indian, Seafood",Kalyan Nagar,66400.0
Aroma's Hyderabad House,Casual Dining,4.2,533,800.0,True,False,"Mughlai, Biryani, North Indian",Nagawara,426400.0
Aromas Of South,Casual Dining,3.7,46,1000.0,False,False,South Indian,Race Course Road,46000.0
Around The Corner,Quick Bites,3.6,22,350.0,False,False,"North Indian, Chinese, Fast Food",BTM,7700.0
Art Cafe,Cafe,3.5,7,1000.0,False,False,Cafe,Malleshwaram,7000.0
Art of Biryani & Curries,Delivery,3.4,9,250.0,True,False,Biryani,Rammurthy Nagar,2250.0
Art of Delight,Dessert Parlor,4.3,449,400.0,False,False,"Ice Cream, Desserts, Beverages",Koramangala 5th Block,179600.0
Art Of Flavours,Quick Bites,2.8,40,200.0,False,False,Fast Food,Marathahalli,8000.0
